t_id,vendor_id,buyer_id,prod_id,date_time,amount,validated_by,status
20151011927,7089bbea-a444-4967-ad5f-7adb4089a68e,931e33e7-57a6-4469-a520-710a4fe6aecb,192439,2015-07-19,1193800.00,41378877,
20151288060,78aa56ed-b20d-4828-9dd2-b26c97bb0fd1,cd863852-b0fe-484c-b8d6-48345f55f812,829580,2015-09-03,1650200.00,42085670,
20153433313,d43550b5-6899-4b19-a672-2604ea4c7e54,a717339d-b369-4bf2-8278-c482e301b120,124947,2015-11-04,1290800.00,41378877,
20154558699,95cf0677-73a6-4d22-ba15-7179306a2c93,5a535166-1e5a-4f28-ba58-c4104a7f0dcc,661098,2015-12-02,5675200.00,42225432,
20169162298,1de8463a-aaab-4442-8b3d-a195ed10dc8b,6b858b55-987b-4583-8aa7-2d7a17e09218,866267,2016-04-01,2005700.00,41378877,
20167717794,d8d3d04d-73f1-409e-b33f-62c24c13f982,30ad95e1-c96e-4e5e-89a1-3f65b06b348e,459696,2016-09-18,229200.00,42225432,
20167748642,7e350d5c-3a9f-41f9-ade3-a605388355b7,a155c329-85cd-40b7-8bf0-393f847ed6f2,451095,2016-09-23,1029500.00,42085670,
20167007110,bf796172-5192-4ccd-aeeb-f6ffa7651c8c,7ce7a634-daf2-481e-9708-0a79f91d94f7,127119,2016-11-02,4308700.00,42481098,
20166187235,b01afa48-40e5-4fc1-b1b4-4d013ad0de04,9fceb4c1-a66b-427e-9bc4-e52d15f32e9e,878470,2016-12-18,5330800.00,41378877,
20172728987,e3d62d7e-fe01-4292-a273-cbedc9d3e924,added80d-b90d-4c55-934f-3933792aa860,906309,2017-05-20,1097000.00,42481098,
20175634822,661b6f1c-2127-405f-b975-eac24b89767d,9d430068-eb6f-44ae-ae1e-727874833dbf,309190,2017-07-10,10914000.00,42225432,
20174784912,768b15a4-71dd-4538-857c-82e66b709505,313a7564-0348-4122-8e73-c0c975729164,634843,2017-08-07,385100.00,42085670,
20171955654,16180b9b-bfde-4385-813c-2fedd086f7d6,5f49d8cc-ca53-4f9f-bab6-2535685141b1,861085,2017-09-20,152200.00,41378877,
20172280081,0d9585b1-64d5-460c-bade-92357c693e31,5830612d-bc20-45a8-96a2-b8688d15f3dd,171067,2017-12-18,289800.00,41378877,
20188133080,5cab340a-6412-4f3e-b052-510fde129ed2,77ae633a-e7ec-4d56-9908-3161afb68528,396273,2018-02-25,853300.00,42085670,
20187031905,a7625e72-fadf-4bf8-8554-9622acc3fbcb,92b7ec85-a7d1-4b85-94a2-6e7e597c1977,657839,2018-05-03,6119000.00,42481098,
20182597049,bdc5147d-8263-4ebb-ba64-580f3a6fcc5d,87a81e22-6084-4f6e-a48a-9ec4e35a418c,937695,2018-08-27,118300.00,42085670,
20186895739,5cab340a-6412-4f3e-b052-510fde129ed2,bdc5147d-8263-4ebb-ba64-580f3a6fcc5d,840652,2018-09-04,1197400.00,43066543,
20187323459,155454bd-e323-4dad-97dc-2878048e500f,fd993cb0-9c13-473e-bb33-4fd028b1d710,457062,2018-09-24,237900.00,41378877,
20187361326,cfa187ac-568c-4907-966e-f786d0e53582,682b5ade-9ba4-4ca5-a285-ad46b79f3f6a,936520,2018-09-25,511700.00,43066543,
20181085302,37c65474-3a76-4d04-9b08-9e4c87de7f8f,729f8593-133e-40c9-afd7-09f8bc19ec76,212931,2018-10-24,569700.00,41378877,
20188001414,fa4ea72e-eefe-461a-8011-018f6cdce2c1,75c8b8b3-4de8-46e9-b8e2-7ffba5752ab6,227930,2018-12-20,1918400.00,42481098,
20198738296,1808d0f2-56df-4b7c-9e4d-57d09105867d,50157852-23dc-4df8-bf94-0959ab9f801a,507285,2019-02-04,781400.00,41378877,
20199784818,e15864f3-5e11-4048-a147-fd2d435a6f06,8b03400c-dd0f-4500-aa5f-1ba86fd87900,457715,2019-02-28,353900.00,42225432,
20197518841,3f34272c-f0f4-43eb-9b0d-ac0fe94b5051,e04b2ae8-c1a3-4ecb-8ff1-dd12476ac95f,208242,2019-04-17,724400.00,42085670,
20199340794,155454bd-e323-4dad-97dc-2878048e500f,3fe34a2e-2e2c-481e-9db2-966a02a2f8b2,866048,2019-05-01,98100.00,42085670,
20194310385,a6ea7fd3-059e-4d16-b118-17d25c1bbda1,364d770a-5918-489d-bb2e-934026e38a9d,506017,2019-05-11,340300.00,42085670,
20191588829,02c1b489-8644-4dbe-b4e7-912fb46d19c7,916cf585-9e21-463b-a6a6-2ad92fea0ce7,865297,2019-07-01,551400.00,41378877,
20192729928,e8215a60-18b2-4cc7-8597-fd8f055c7704,89d08c93-2214-4957-9747-0a6846d632b3,417459,2019-07-16,1297800.00,42085670,
20191448407,1f6d0ff4-252c-454b-a127-b48e35e44139,9decd4e3-b8fd-489e-bd51-dce434227265,928450,2019-08-05,428600.00,41378877,
20195562123,e4c01ebc-94bd-454e-a47b-efd4d2ce9c27,b01afa48-40e5-4fc1-b1b4-4d013ad0de04,607313,2019-09-04,2907400.00,42481098,
20195211663,fa481978-0a81-49b4-a99a-83a771c7d2f0,e768c28c-17b7-4d3d-8d2b-5e1d14ce6255,369328,2019-11-14,305000.00,42225432,
20193011510,275b24f1-2dbc-40bb-88ee-f8e9b192f077,eba9ad11-a5f8-43f7-a1fa-8d8fc09ff6c3,981694,2019-12-19,655400.00,42085670,
20199020727,d500e6b2-c946-43c1-b899-3da59e0dba6c,6dfa14ce-78fa-44c2-b8fe-fd81f36ef4e6,495794,2019-12-22,128900.00,43066543,
20194557389,3ab4adee-ba03-43f0-a79e-4af0272fc5f0,3d9ffbb4-fa92-4afb-ab5d-43ad32dff5a5,800941,2019-12-24,563600.00,42225432,
20204668136,92398d57-2c85-4417-89c3-115135a104e0,e76111ad-d44e-4322-aaee-a156a9412189,110345,2020-01-03,327200.00,42085670,
20202677407,a7625e72-fadf-4bf8-8554-9622acc3fbcb,916cf585-9e21-463b-a6a6-2ad92fea0ce7,335038,2020-01-15,993100.00,42225432,
20202839607,50b4bc47-1a57-4f22-8890-57e3c9b92905,aa682e42-c93d-4dc4-a64c-6c24d1c7108e,120879,2020-01-28,793400.00,42225432,
20201036161,f2b6ed0c-689d-4bcb-b2ec-06e09fe24c94,313a7564-0348-4122-8e73-c0c975729164,253238,2020-03-13,646600.00,42481098,
20201341919,30ad95e1-c96e-4e5e-89a1-3f65b06b348e,63aa2c93-9ecf-4b2b-875e-1e0ac38cb922,668236,2020-04-07,1228800.00,42225432,
20202074176,e8215a60-18b2-4cc7-8597-fd8f055c7704,2ba11cca-6b55-48b6-b4ba-ba922f004f55,180812,2020-04-08,412800.00,42085670,
20204816534,79a0f558-4c32-4140-81d1-1f5518b3df29,f6821c08-4915-4fae-b21e-f3aa8f399946,821409,2020-04-10,918700.00,42225432,
20206279418,1de8463a-aaab-4442-8b3d-a195ed10dc8b,b9249d27-69d5-4dba-893d-bc6bfeef5fef,101751,2020-04-19,858500.00,43066543,
20207818732,3e657da6-c29e-41ac-af33-032f874927fb,3ab4adee-ba03-43f0-a79e-4af0272fc5f0,788089,2020-04-24,2456900.00,42225432,
20207784725,30ad95e1-c96e-4e5e-89a1-3f65b06b348e,a34eb7c7-fb0f-4dd6-8de7-8733523f6163,799545,2020-05-08,996300.00,42481098,
20203653446,95cf0677-73a6-4d22-ba15-7179306a2c93,added80d-b90d-4c55-934f-3933792aa860,131404,2020-05-14,1128900.00,42085670,
20203194789,b5986977-6896-4cfd-90f6-03eeee1b22a9,10f16f44-7513-4fb7-9fa5-66cdf36f7695,398941,2020-06-25,2264700.00,42481098,
20207022674,7a3520ed-ccf4-4ef6-b184-f2be8831e0ad,a0ca918c-da95-4a38-9494-ab32eb14be1d,535322,2020-07-04,19200.00,42481098,
20206692553,79a0f558-4c32-4140-81d1-1f5518b3df29,068c6e21-5aa0-43b8-b19a-330cab6f3396,213897,2020-07-24,74700.00,42225432,
20204117625,1f6d0ff4-252c-454b-a127-b48e35e44139,4d0ec0b7-71e9-432d-88d8-fa033b87531d,302560,2020-09-03,79500.00,42085670,
20209436429,added80d-b90d-4c55-934f-3933792aa860,cf36ef91-d3e8-4225-ae3f-40a031a669e9,294959,2020-10-16,418500.00,42225432,
20206266630,3ab4adee-ba03-43f0-a79e-4af0272fc5f0,024612e4-f9b3-45b5-852b-fd859abfadb6,479417,2020-11-11,255600.00,42085670,
20203276659,7c805a13-343b-4f37-84f8-0c3068cc6ecd,3e657da6-c29e-41ac-af33-032f874927fb,647010,2020-11-14,122800.00,42225432,
20209996414,11ce6126-9b47-40a8-81a9-a9fd49caf3f7,aca4a2b7-ca41-48d7-b6a0-3df566fd55c3,938790,2020-12-15,273900.00,43066543,
20202161193,b359e6cb-168c-4b04-8a43-6cebcbf3f190,6f8b6e8e-d527-47ec-ad10-c06db65ceeb1,163073,2020-12-16,990100.00,42225432,
20206059717,87ed858f-77f8-49dc-bcf3-fca5423ce2da,79604b64-b29a-488b-897b-c69e8674625a,699283,2020-12-25,3695000.00,42085670,
20215107776,d500e6b2-c946-43c1-b899-3da59e0dba6c,a678ffb2-85d1-45ff-8776-690281252d89,510195,2021-01-02,4547100.00,42085670,
20216292423,e35ec7b2-ef2b-4f30-bfbd-5466320eed5f,0ec256f3-38e9-4afd-93b5-b2712674de31,939534,2021-01-26,76400.00,42481098,
20215663623,bcd40f55-1c09-4c5d-98f2-768fae06d08c,added80d-b90d-4c55-934f-3933792aa860,182438,2021-02-13,256100.00,42481098,
20212919136,6f8b6e8e-d527-47ec-ad10-c06db65ceeb1,fccae5d8-3e93-4694-bc43-75d3323df5e4,671433,2021-03-16,418500.00,42225432,
20219689889,8f24b5e7-6a61-46df-8925-f0c946080cb7,14c55bac-4984-4b2d-8db1-bdeb88ed7d7d,549848,2021-03-26,825900.00,42085670,
20212259379,39b48e17-dc3f-4c27-8df9-2f1e18aac1af,7aa07a03-6dc7-4465-8c71-866e92944d65,901308,2021-04-06,2244100.00,42085670,
20215191056,6782c60e-32d6-45fd-ae16-0d1c29697e30,412abc4b-5bae-47b5-9ea5-bff0fb4f2b07,228268,2021-05-15,2555200.00,43066543,
20214514944,dc48f39b-344c-4151-adce-7acfc85f1380,c6245085-8270-4a8b-a82a-f6516c80de7d,145104,2021-06-12,170300.00,42481098,
20213710343,79b68721-3e4f-4cc9-a08d-c869a0c52cb3,77d781af-2176-47a5-8172-e0b5686d05a3,151137,2021-06-25,357200.00,42085670,
20215334434,e190e338-e0d2-4c8a-ab05-a5b2563dc7a3,f23260df-1111-4bae-98bb-b657ade6fded,769831,2021-06-26,49544900.00,42481098,
20211327691,6782c60e-32d6-45fd-ae16-0d1c29697e30,13ee1212-b062-4680-92b0-9ee019616f16,624785,2021-07-13,4237000.00,43066543,
20219075854,5b87ccdb-ce9f-4b52-97a7-24669d0c3c92,21b09d35-a48e-47f7-91ef-db8952861c98,241618,2021-07-16,1505300.00,43066543,
20217361002,a40c461d-cce0-42d7-a3c3-549e40f711b0,9502c8a9-a441-4407-bb22-e908971c3e08,487743,2021-07-22,85700.00,42225432,
20218930103,090d7e86-c8d4-47b8-bbdb-34887efc4088,2d48cd9b-39c5-4fb5-80e5-9630fd47a6da,206993,2021-09-05,487800.00,43066543,
20214374754,30ad95e1-c96e-4e5e-89a1-3f65b06b348e,7fbb65da-487a-4dfa-802e-016908de506c,167367,2021-09-25,1317400.00,43066543,
20211641849,2e23e9e3-f0fd-409e-a065-eb19fe1df618,068c6e21-5aa0-43b8-b19a-330cab6f3396,472308,2021-10-09,105300.00,43066543,
20211452421,5cab340a-6412-4f3e-b052-510fde129ed2,161b5611-f820-4a8c-a21f-e2b4b161a81d,646927,2021-10-18,1479200.00,42085670,
20215440025,1de8463a-aaab-4442-8b3d-a195ed10dc8b,598ba348-4d2e-41f1-9dab-e9dd76fdb215,898696,2021-11-07,1329800.00,42085670,
20219745959,37021f1f-7445-4f99-92f3-6466f8fa7154,c90fb602-a878-4aca-8151-b93b93d1f8c1,571569,2021-11-09,1126000.00,42225432,
20213770370,e5c65e13-3f89-4f82-bf39-a8560e52f115,a8258044-f301-422c-8afb-c441f6e2873e,165070,2021-11-16,5604500.00,43066543,
20211348050,d8d3d04d-73f1-409e-b33f-62c24c13f982,1c4def84-f1df-4641-85d7-1bc86ae08684,946593,2021-11-27,3495800.00,42481098,
20212458591,e81b1f78-27a6-4e3d-bc6e-980e331c2e0b,533e6a2a-b967-463b-a61e-718df19819db,501342,2021-12-04,2474500.00,43066543,
20218175395,fc6c7c83-0121-4780-ba83-ff0c0b4517e8,c9f4fc3f-d13f-4b69-849e-33bfaa6c8adc,400716,2021-12-15,1122300.00,42085670,
20215638893,a6ea7fd3-059e-4d16-b118-17d25c1bbda1,51e7da3e-56c9-49cf-845b-cb5fe8dd9ad0,818103,2021-12-16,160600.00,42481098,
20226452832,033fd6ec-1fa9-48c8-a698-802fe2b7b591,c3acd7a5-6cd7-443d-b5b2-39942b2e63ff,760201,2022-01-16,224600.00,43066543,
20229961299,a49ed267-b9bd-48d7-8ce8-818b5ba5c8d3,cd863852-b0fe-484c-b8d6-48345f55f812,824008,2022-01-23,1181700.00,42481098,
20221325197,59d0b7ee-2cb6-46ad-8ca8-3fb58c8d26b4,77d781af-2176-47a5-8172-e0b5686d05a3,662248,2022-02-16,271900.00,42085670,
20229990305,033fd6ec-1fa9-48c8-a698-802fe2b7b591,8eccdd83-284a-49d3-9dd4-19950c04b7eb,806498,2022-02-24,10043100.00,42225432,
20228312936,92fe1b42-96fd-4b95-b2c0-5657964f78b8,57de34a2-7470-45e6-9a3f-ec209de2e3d6,948652,2022-03-19,177900.00,43066543,
20222813543,f53c9565-0500-4a9c-97c1-bbe20b10f550,2e23e9e3-f0fd-409e-a065-eb19fe1df618,457352,2022-03-26,778700.00,42085670,
20225041154,aeae5926-5073-4571-a8fc-befa5660b163,3ed3f5dd-2c69-425e-8809-09065df149f9,154982,2022-04-02,627400.00,42085670,
20222151225,3f34272c-f0f4-43eb-9b0d-ac0fe94b5051,44ae955c-6f84-4147-9ac9-03227e36e4a0,662435,2022-04-21,675700.00,42085670,
20224612365,7e1543c0-0b3d-45f7-8557-9dca6efe25fc,fc2cdb38-49e7-42f7-908a-00d3962bb8d5,986603,2022-05-05,158100.00,42085670,
20228351517,37c65474-3a76-4d04-9b08-9e4c87de7f8f,757b7c69-ce25-4dab-9511-078a4a8b2105,353033,2022-05-06,2048100.00,42481098,
20228212326,f53c9565-0500-4a9c-97c1-bbe20b10f550,63e3a543-055c-438d-90b7-0d6b4bafb7b2,499072,2022-05-07,323700.00,42481098,
20222351868,768b15a4-71dd-4538-857c-82e66b709505,22c399f8-6828-4f4a-af7f-fb7c7cb1226e,595463,2022-06-18,2648900.00,42225432,
20221486955,6f8b6e8e-d527-47ec-ad10-c06db65ceeb1,ed75ebb9-45cd-41fc-baec-b55f83706926,639722,2022-07-16,142200.00,42481098,
20225960271,cf38e9e0-9b01-4b8b-8195-d531adc45c5f,a3e29692-842c-4391-b191-517c59c530f9,486418,2022-07-23,429600.00,42225432,
20225793722,2c6dfff7-1ac8-44f3-9a22-178f95b299d5,e8ba019e-c368-4e3d-bd82-2d49618c44d2,588162,2022-08-03,7368800.00,42481098,
20228796514,ce14e7cc-37b6-4584-81f8-c02e23e5d31d,9d430068-eb6f-44ae-ae1e-727874833dbf,739370,2022-08-08,7913300.00,43066543,
20223484601,d20dfd17-0b63-45e2-93d4-68a2a08ee478,7932d724-48d2-48ac-a56d-4eeaf6014bb2,450010,2022-10-18,1468900.00,42225432,
20224684531,729f8593-133e-40c9-afd7-09f8bc19ec76,86bb6072-f4a3-455f-8008-fb72f58f44ff,565145,2022-11-23,1200600.00,42085670,
20226262632,65c3bd5f-7431-4a03-bb54-11a113000d2a,822bb94a-a9dc-46c8-bd1a-ecd7196a21e3,473781,2022-12-26,189700.00,42085670,
20239697969,7e350d5c-3a9f-41f9-ade3-a605388355b7,661b6f1c-2127-405f-b975-eac24b89767d,982508,2023-01-07,1260800.00,43066543,
20235234550,d5a9da49-7dd3-42ec-bf11-7796aa8f4c49,f995c86a-85a4-4f5a-927b-b101564134e6,973999,2023-02-11,2543900.00,42085670,
20237076506,02c1b489-8644-4dbe-b4e7-912fb46d19c7,57de34a2-7470-45e6-9a3f-ec209de2e3d6,717920,2023-02-14,155600.00,43066543,
20236101803,b3141126-49cb-4bc3-a20e-f8560214f2e0,4b3b30d0-8a03-4bd7-8ebd-6df90617f5a5,932347,2023-02-15,1313800.00,42481098,
20236033115,2533ec8d-b373-45e4-a9be-f1526c882964,e2c2b3d6-951a-4074-939b-039ae60f71d5,335024,2023-03-22,756800.00,42481098,
20231093026,654ae9eb-a1eb-4969-8a31-ae975c36497b,48a7115b-b2e2-410a-9b81-bd4a9cf8f8da,517582,2023-04-05,347600.00,43066543,
20239164991,5e4755d5-5233-4cb2-b6f2-873393fedaac,8e95203d-710f-4f50-8b6b-fa5d9df3afaf,273988,2023-05-14,1629300.00,42225432,
20238816912,ad1dc16c-ed82-42c0-992d-de80b1ee9c53,477f991e-1d4f-4dd5-b41a-226d578ce79d,620574,2023-07-11,638600.00,42085670,
20234262081,090d7e86-c8d4-47b8-bbdb-34887efc4088,c22346cf-1eec-4cc1-9cb6-75031338019e,517511,2023-07-21,720400.00,43066543,
20238883823,c83107ce-9568-44c5-a67a-86fb4d45b726,61bbd73b-e1d3-4b20-ac71-4972074a8f4c,906139,2023-08-23,544400.00,42085670,
20235273534,20a75ffa-08de-4d05-8eac-22f40e57e40c,d34296a2-8ba6-4bc5-be83-3fa5dd6d79fb,474997,2023-10-07,4899800.00,43066543,
20233396987,92fe1b42-96fd-4b95-b2c0-5657964f78b8,a8258044-f301-422c-8afb-c441f6e2873e,106915,2023-11-15,5247300.00,42225432,
20236323376,bf796172-5192-4ccd-aeeb-f6ffa7651c8c,65a49548-f77f-4bd7-a544-ff517a5b46ea,554243,2023-11-17,335100.00,43066543,
20232275009,06728ac9-2266-4181-a930-c49e95b7d3e4,896527a3-4174-43a3-8a1a-a799dbd9e7d6,697882,2023-12-07,314800.00,42225432,
20237189034,9c6514d3-7ef8-4c97-9283-dd9bb2932452,cdd4001c-e035-42d3-ac90-ab67f256d714,671953,2023-12-09,1105900.00,42085670,
20249937982,64bcbd4f-1f60-42a9-9d63-db55932ea747,328a7425-6d21-42da-a4da-3669dd829b25,702887,2024-01-12,1234900.00,42481098,
20243939212,ee4bdadb-0479-485a-a6fc-d644d4c6fad2,96962df1-dacd-41e2-9e35-d08c7c173322,948318,2024-01-25,541300.00,43066543,
20241247595,d8d3d04d-73f1-409e-b33f-62c24c13f982,25b814e6-7fa2-4b1b-a30f-6ba05526f829,241096,2024-02-02,120300.00,42225432,
20243499627,7c805a13-343b-4f37-84f8-0c3068cc6ecd,b256bc9d-f685-4b8b-8729-ed081f8f8edb,924264,2024-04-21,606400.00,42225432,
20248038374,9eb22f71-12a3-48ae-b7bb-246cb4feb6fb,837259de-20e0-4a21-8ba7-1ba275cde4c6,214320,2024-04-23,16200.00,43066543,
20243036059,2c6dfff7-1ac8-44f3-9a22-178f95b299d5,c83107ce-9568-44c5-a67a-86fb4d45b726,551556,2024-04-28,1120600.00,42225432,
20241109031,92398d57-2c85-4417-89c3-115135a104e0,29c586e7-a511-4b2b-bec5-22e9fc7cde5d,732499,2024-05-26,913300.00,43066543,
20241326765,24b46c58-0bf6-41fe-ba50-b7585cfddd73,d906f4f9-cddd-44db-bbd1-ecbcaadcaa93,154907,2024-06-16,555100.00,42481098,
20244679591,f9ea818b-60cd-4691-bf76-8314f903f816,22c399f8-6828-4f4a-af7f-fb7c7cb1226e,117100,2024-07-12,755300.00,43066543,
20248963715,3ab4adee-ba03-43f0-a79e-4af0272fc5f0,e190e338-e0d2-4c8a-ab05-a5b2563dc7a3,555363,2024-08-06,119000.00,42481098,
20244694634,06ffa6ee-2815-45fe-8c5a-d2956a399311,94db5e1e-4f10-46a5-9cb7-a687580ccbe8,184265,2024-09-08,2325600.00,42085670,
20249111742,e190e338-e0d2-4c8a-ab05-a5b2563dc7a3,5b87ccdb-ce9f-4b52-97a7-24669d0c3c92,730604,2024-09-25,1538000.00,43066543,
20242375453,3e657da6-c29e-41ac-af33-032f874927fb,d31f6b1c-73dc-48e9-9b8a-89bf403a00d2,313146,2024-10-02,243100.00,42481098,
20244971793,193ff851-1e85-4b2c-b511-e794c8525564,1a782d0a-a38d-4a66-baed-11596b3a28ca,454129,2024-12-05,100300.00,42225432,
20243741438,81091a02-84d3-4c9c-9d0a-dc8c70986cf1,5cab340a-6412-4f3e-b052-510fde129ed2,486668,2024-12-08,630700.00,43066543,
20244700025,1de8463a-aaab-4442-8b3d-a195ed10dc8b,7e350d5c-3a9f-41f9-ade3-a605388355b7,635353,2024-12-24,990900.00,42225432,
20254823498,38fc8ee7-7126-459a-a21a-0bd283e80529,370110de-862c-41d7-b572-e2b4a382cea1,823173,2025-02-02,4540500.00,42085670,
20255437001,5b80f103-4cca-442b-9f32-67056e27da75,344f1d34-bbd1-4708-b19e-d87a639d7f5b,378209,2025-02-05,1281800.00,42085670,
20255476583,3e657da6-c29e-41ac-af33-032f874927fb,e02236d2-bdd9-4729-a3c2-ac9f1966ad9a,130552,2025-02-22,404300.00,42481098,
20253698193,6fdad0b2-21a4-40e2-999a-977d1926ca09,2e87c10a-989a-4e8d-b0eb-015c71114fff,961166,2025-02-28,201400.00,43066543,
20253955087,3b44a14a-af26-480c-a63c-fe545764c27d,5e4755d5-5233-4cb2-b6f2-873393fedaac,726628,2025-03-14,2091100.00,42481098,
20252422633,2c6dfff7-1ac8-44f3-9a22-178f95b299d5,3307e844-d472-405c-aa92-d568dea7c38c,506486,2025-03-22,1036400.00,42481098,
20254318855,65c3bd5f-7431-4a03-bb54-11a113000d2a,3ad7006d-5970-468f-b2c3-9581fa4c80c3,924261,2025-04-09,698500.00,42085670,
20252724590,5b87ccdb-ce9f-4b52-97a7-24669d0c3c92,3c015ec1-5854-428d-a005-2a8b54f24d44,451168,2025-04-22,1438700.00,43066543,
20253997281,5d26b60f-9b1c-4230-aa05-28b0809b41fd,7c805a13-343b-4f37-84f8-0c3068cc6ecd,133715,2025-05-17,3574300.00,42085670,
20256188935,906040d4-7f8c-4fa7-ae50-ead831d5b014,2c386824-8c50-4af3-bf73-347e2eb3b79d,486387,2025-05-17,333600.00,43066543,
20259517169,24b46c58-0bf6-41fe-ba50-b7585cfddd73,6b4de258-4151-4019-948d-2706e2683719,148885,2025-05-27,1470000.00,42225432,
20255428914,be054df8-784e-4588-aff3-b2f6c2428ec3,d26e975d-d758-42d9-8fd8-8f008c9c3cb4,384951,2025-06-07,934400.00,43066543,
20257718473,73c5a892-2d98-4402-9bb5-b3a63f0e5665,7509b3ac-a2d5-4a4c-b74d-05210c2c4d33,964820,2025-08-10,1077000.00,42085670,
20259234615,6782c60e-32d6-45fd-ae16-0d1c29697e30,c2affa64-0a9d-4d5b-b94f-42d4fe7e0880,790040,2025-08-21,4419100.00,42085670,
20251865901,59d0b7ee-2cb6-46ad-8ca8-3fb58c8d26b4,40ba523d-1576-46b9-bdf1-92105d350f13,997928,2025-08-25,4255000.00,42481098,
20255569244,02bf0600-bf7b-4cae-9e5f-d5461ac3eab5,0ea8bfc9-e972-4e47-a5f0-820e19b6c836,381280,2025-09-05,1093000.00,42225432,
20256407373,f6821c08-4915-4fae-b21e-f3aa8f399946,13fa6288-fa31-4a02-8869-68352b15701e,736547,2025-10-09,5021900.00,42085670,
20258939993,1f6d0ff4-252c-454b-a127-b48e35e44139,7ce7a634-daf2-481e-9708-0a79f91d94f7,800917,2025-10-12,4076900.00,42481098,
20254841005,38368c7b-b088-4c50-b3fe-777d13e46ce1,1daed9bb-6806-476d-84b1-534d0695dcbb,189233,2025-11-02,204500.00,42085670,
20252197935,0ebb889c-dcfa-4dc9-9ac4-de2879d4a61b,6b4de258-4151-4019-948d-2706e2683719,132849,2025-11-21,174600.00,42225432,
20257783308,bc2c4153-3b6a-4852-b852-769832b311fa,7bb82d99-9c57-4762-bfd3-a0af9ae151f8,640535,2025-11-26,451200.00,43066543,
